வெவ்வேறு நாடுகளில் வசிக்கும்,1
நாடுகளில் வசிக்கும் முன்னூற்றுக்கு,1
வசிக்கும் முன்னூற்றுக்கு மேற்பட்ட,1
முன்னூற்றுக்கு மேற்பட்ட தமிழர்களும்,1
மேற்பட்ட தமிழர்களும் தமிழார்வலர்களும்,1
தமிழர்களும் தமிழார்வலர்களும் ஒன்றுகூடி,1
தமிழார்வலர்களும் ஒன்றுகூடி இத்திட்டத்தை,1
ஒன்றுகூடி இத்திட்டத்தை நடத்தி,1
இத்திட்டத்தை நடத்தி வருகின்றனர்,1
மதுரைத் திட்டம் உலகில்,1
திட்டம் உலகில் பல,1
உலகில் பல நாடுகளில்,1
பல நாடுகளில் வசித்து,1
நாடுகளில் வசித்து வரும்,1
வசித்து வரும் தமிழர்கள்,1
வரும் தமிழர்கள் அவரவர்,1
தமிழர்கள் அவரவர் தங்களது,1
அவரவர் தங்களது வீடுகளில்,1
தங்களது வீடுகளில் தனியார்,1
வீடுகளில் தனியார் கணினி,1
தனியார் கணினி கொண்டு,1
கணினி கொண்டு கிடைக்கும்,1
கொண்டு கிடைக்கும் நேரங்களில்,1
கிடைக்கும் நேரங்களில் தமிழ்,1
நேரங்களில் தமிழ் இலக்கியங்களை,1
தமிழ் இலக்கியங்களை கணினியில்,1
இலக்கியங்களை கணினியில் உள்ளிட்டு,1
பிழை திருத்தி மின்பதிப்புகளாக,1
திருத்தி மின்பதிப்புகளாக தயாரிக்கும்,1
மின்பதிப்புகளாக தயாரிக்கும் ஒரு,1
தயாரிக்கும் ஒரு கூட்டு,1
தமிழ் இலக்கியங்களை மின்வழி,1
இலக்கியங்களை மின்வழி பாதுகாத்து,1
மின்வழி பாதுகாத்து மற்றவர்களுடன்,1
பாதுகாத்து மற்றவர்களுடன் இலவசமாக,1
மற்றவர்களுடன் இலவசமாக பகிழ்ந்து,1
இலவசமாக பகிழ்ந்து கொள்வதில்,1
பகிழ்ந்து கொள்வதில் விருப்புள்ள,1
கொள்வதில் விருப்புள்ள அனைவரும்,1
விருப்புள்ள அனைவரும் இத்திட்டதில்,1
அனைவரும் இத்திட்டதில் பங்கு,1
இத்திட்டதில் பங்கு பெறலாம்,1
மதுரைத் திட்டத்தின் மின்பதிப்புகள்,1
திட்டத்தின் மின்பதிப்புகள் ஆரம்ப,1
மின்பதிப்புகள் ஆரம்ப காலத்தில்,1
ஆரம்ப காலத்தில் இணைமதி,1
மயிலை தமிழ் எழுத்திருக்கள்,1
ம் ஆண்டிலிருந்து இணையம்,1
ஆண்டிலிருந்து இணையம் வழி,1
இணையம் வழி தமிழ்,1
வழி தமிழ் தகவல்,1
தமிழ் தகவல் தொழில்நுட்ப,1
தகவல் தொழில்நுட்ப பரிமாற்றத்திற்கான,1
தொழில்நுட்ப பரிமாற்றத்திற்கான என,1
பரிமாற்றத்திற்கான என இணையம்வழி,1
என இணையம்வழி நிர்மானிக்கப்பட்ட,1
இணையம்வழி நிர்மானிக்கப்பட்ட தமிழ்,1
நிர்மானிக்கப்பட்ட தமிழ் தகுதர,1
Tamil Script Code,1
Script Code for,1
Code for Information,1
for Information Interchange,1
வடிவம் கொண்டு தயாரித்து,1
கொண்டு தயாரித்து மின்பதிப்புகள்,1
தயாரித்து மின்பதிப்புகள் வெளியிடப்பட்டு,1
மின்பதிப்புகள் வெளியிடப்பட்டு வருகின்றது,1
மின்பதிப்புகள் இணையத்தில் இணைய,1
இணையத்தில் இணைய பக்கங்களாகவும்,1
webpages in html,1
in html format,1
PDF வடிவத்திலும் வினியோகிக்கப்பட்டு,1
வடிவத்திலும் வினியோகிக்கப்பட்டு வருகிறது,1
ம் ஆண்டிலிருந்து பல்மொழி,1
ஆண்டிலிருந்து பல்மொழி ஒருங்குக்,1
பல்மொழி ஒருங்குக் குறியீடு,1
முறை தயாரிக்கப்பட்ட மின்பதிப்புகளையும்,1
தயாரிக்கப்பட்ட மின்பதிப்புகளையும் வெளியிட்டு,1
மின்பதிப்புகளையும் வெளியிட்டு வருகிறோம்,1
தமிழ் இலக்கியக்களின் சரித்திம்,1
இலக்கியக்களின் சரித்திம் மிக,1
சரித்திம் மிக பழமையானது,1
முதற் சங்க கால,1
சங்க கால நூல்கள்இரண்டாயிரம்,1
கால நூல்கள்இரண்டாயிரம் ஆண்டுகளுக்கு,1
நூல்கள்இரண்டாயிரம் ஆண்டுகளுக்கு முன்பே,1
ஆண்டுகளுக்கு முன்பே இயற்றப்பட்டது,1
முன்பே இயற்றப்பட்டது என்பது,1
இயற்றப்பட்டது என்பது வல்லுனர்கள்,1
என்பது வல்லுனர்கள் கருத்து,1
மதுரைத் திட்டம் காலம்,1
இலக்கியப்பிரிவு போன்ற எவ்வித,1
போன்ற எவ்வித பாகுபாடுமின்றி,1
எவ்வித பாகுபாடுமின்றி எல்லாவிதமான,1
பாகுபாடுமின்றி எல்லாவிதமான தமிழ்,1
எல்லாவிதமான தமிழ் நூல்களின்,1
தமிழ் நூல்களின் மின்பதிப்புக்களை,1
நூல்களின் மின்பதிப்புக்களை வெளியிட்டு,1
மின்பதிப்புக்களை வெளியிட்டு வருகின்றது,1
தொன்றுதொட்ட சங்க கால,1
சங்க கால நூல்கள்முதல்,1
கால நூல்கள்முதல் தற்கால,1
நூல்கள்முதல் தற்கால தமிழ்நூல்கள்,1
தற்கால தமிழ்நூல்கள் வரை,1
தமிழ்நூல்கள் வரை அனைத்தும்,1
வரை அனைத்தும் வெளியிடப்படுகிறது,1
ஒரேஒரு கட்டுப்பாடு புத்தக,1
கட்டுப்பாடு புத்தக வடிவில்,1
புத்தக வடிவில் வெளியான,1
வடிவில் வெளியான நூல்களுக்கான,1
வெளியான நூல்களுக்கான காப்புரிமைகளுக்கு,1
நூல்களுக்கான காப்புரிமைகளுக்கு மரியாதை,1
காப்புரிமைகளுக்கு மரியாதை கொடுத்து,1
மரியாதை கொடுத்து கண்ணியமாக,1
கொடுத்து கண்ணியமாக நடப்பது,1
காப்புரிமை இல்லா எல்லா,1
இல்லா எல்லா நூல்களையும்,1
எல்லா நூல்களையும் மின்பதிப்பில்,1
நூல்களையும் மின்பதிப்பில் வெளியிடலாம்,1
காப்புரிமை உள்ள கடந்த,1
உள்ள கடந்த நூற்றாண்டு,1
தற்கால நூல்களுக்கு காப்புரிமை,1
நூல்களுக்கு காப்புரிமை கொண்டோரின்,1
காப்புரிமை கொண்டோரின் அனுமதி,1
கொண்டோரின் அனுமதி தேவை,1
மதுரைத் திட்டத்தைப் பற்றி,1
திட்டத்தைப் பற்றி மற்ற,1
பற்றி மற்ற விவரங்களையும்,1
மற்ற விவரங்களையும் தமிழ்,1
விவரங்களையும் தமிழ் நூல்களின்,1
தமிழ் நூல்களின் மின்பதிப்புக்களையும்,1
நூல்களின் மின்பதிப்புக்களையும் இந்த,1
மின்பதிப்புக்களையும் இந்த இணைய,1
இந்த இணைய தளத்தின்,1
இணைய தளத்தின் பக்கங்கள்,1
தளத்தின் பக்கங்கள் மூலமாக,1
பக்கங்கள் மூலமாக இலவசமாக,1
மூலமாக இலவசமாக பெறலாம்,1
மதுரைத் திட்ட இணைய,1
திட்ட இணைய தளத்திற்கு,1
இணைய தளத்திற்கு வருகை,1
தளத்திற்கு வருகை தந்ததற்கு,1
வருகை தந்ததற்கு எங்களது,1
தந்ததற்கு எங்களது மனமார்ந்த,1
எங்களது மனமார்ந்த நன்றி,1
தங்களது வருகை தொடர்ந்து,1
வருகை தொடர்ந்து நீடிக்கும்,1
தொடர்ந்து நீடிக்கும் என்று,1
நீடிக்கும் என்று கருதுகிறோம்,1
மதுரைத் திட்டத்தில் பங்கு,1
திட்டத்தில் பங்கு கொள்ள,1
பங்கு கொள்ள விரும்புவோர்,1
கொள்ள விரும்புவோர் மின்னஞ்சல்,1
விரும்புவோர் மின்னஞ்சல் மூலமாக,1
மின்னஞ்சல் மூலமாக மதுரைத்,1
மூலமாக மதுரைத் திட்ட,1
மதுரைத் திட்ட தலைவருடன்,1
திட்ட தலைவருடன் kalyan,1
தலைவருடன் kalyan AT,1
kalyan AT geocities,1
kumar AT vt,1
edu தொடர்பு கொள்ளவும்,1
